ID,LED,Band_A,Band_B,Band_C,Band_D,Band_E,Band_F,Band_G,Band_H,Band_I,Band_J,Band_K,Band_L,Band_R,Band_S,Band_T,Band_U,Band_V,Band_W,Condition
103,R,0.11984365106189605,0.26477089,0.849227985,0.8484615618593611,1.635662818407345,2.558418755853244,3.598797536125142,1.494178419977332,0.4791889664097976,0.3637057523336213,0.4351130063081667,0.5880467128251807,null,null,null,null,null,null,Healthy
104,G,0.19051899907776235,0.1952283235373191,1.1858579746609392,0.6795798075007013,2.266245158,3.685988406808482,5.866802368047013,1.2316556330451165,0.29777883156844115,0.1497822069726108,0.16825656780580292,0.14084329337847687,null,null,null,null,null,null,Healthy
105,B,0.16683425585831926,0.3867897366919017,0.536441874,0.34208070496076626,1.3777520633418288,1.9305675140645326,2.1904396368430445,0.842764523,0.29275616705048557,0.25045771416956003,0.088583317,0.2193972136231738,null,null,null,null,null,null,Healthy
106,R,0.31387654825784334,0.1959654631627117,0.8480624920888636,0.49857092540260306,2.3852796509485343,3.4278258162602233,3.6970295110762303,1.7941780543917212,0.6432171221293702,0.542476313,0.3599970329369059,0.5562600481759462,null,null,null,null,null,null,Healthy
107,G,0.046775037492153865,0.23701759893760538,0.7646235330372456,0.6125150246713947,2.717675244564457,4.181314367918059,5.990583360298344,1.4448966749390784,0.28686350007579603,0.4318755409458552,0.17955222807239904,0.11754731763595273,null,null,null,null,null,null,Healthy
108,B,0.19627470218561516,0.2847667494593793,0.884184987,0.49550467636678747,1.6610949814284068,2.5951629193357535,2.2834789151086237,0.49530491206980537,0.3750035568631411,0.2611825172754513,0.376612533,0.26383087429370444,null,null,null,null,null,null,Healthy
109,R,0.20256109223132002,0.21876453331568932,0.4872796132796801,0.5699979946609915,1.6364326837687362,2.9556065572248413,3.2468789733560723,1.3930673225857955,0.5510719902303728,0.4949354346748074,0.5280655732366526,0.48610315040353036,null,null,null,null,null,null,Healthy
110,G,0.080562873,0.4305702198089302,0.7667282233286921,0.3849182313509987,2.458644553,4.431834506530782,4.971658902722221,1.8205184161151975,0.3563148676209263,0.18552941721892618,0.064220491,0.2560200611310811,null,null,null,null,null,null,Healthy
111,B,0.077356344,0.17818401436329065,0.9142566586725839,0.7637570197768987,1.7898942440121601,2.6560260909039166,2.818135400389656,1.0015982641683658,0.36166738831990725,0.39195559919381434,0.073784111,0.3699570187133154,null,null,null,null,null,null,Healthy
112,R,0.081392459,0.29507213339951366,0.7627527451344428,0.4600553289129254,1.9121622504356879,2.9744533363529877,3.928971531977671,1.4065794497315507,0.6526999490713089,0.610442522,0.5429923942664967,0.5122685841789987,null,null,null,null,null,null,Healthy
113,G,0.061711444952656194,0.11310122788863944,0.8346192593063536,0.46255393862034383,2.110007899,3.559842745357768,4.935278447939467,1.2504990690321443,0.25450199679811536,0.10787006898451422,0.18730967500990214,0.18231806328994124,null,null,null,null,null,null,Healthy
114,B,0.23920040114549612,0.36352644581074217,1.1427902486107357,0.43074393194019106,1.763487885,2.7252877924118213,3.036566597479162,1.2328534069374062,0.3606040494063375,0.19073541940582706,0.34584727267975784,0.15795944040789278,null,null,null,null,null,null,Healthy
115,R,0,0.1507906230671379,0.6690569404399314,0.49399794739975716,1.7377569727377153,3.1552599527159515,3.691105359623873,1.6487476285220362,0.5671832613284034,0.16957779793015776,0.3613340684772368,0.6396733917831682,null,null,null,null,null,null,Healthy
116,G,0.070104858,0.1422306825926342,1.0003974895297643,0.5825073464537641,2.4275700969793603,4.627116701408223,5.161673043945302,1.463127926929996,0.4848155298390902,0.098055898,0.46441312017877656,0.20928927906388756,null,null,null,null,null,null,Healthy
117,B,0.2611774554183296,0.30015398382536657,0.7884612109435799,0.619229441,1.667226859287791,2.156230658546626,2.1960396139474145,0.8735507472606371,0.2953087502944715,0.283090989,0.18530527113431364,0.2886043656708769,null,null,null,null,null,null,Healthy
118,R,0.17512214520678238,0.25548366468611805,0.7784107832270653,0.507940292,1.4510794958535351,2.5906177982642995,3.3762226632655685,1.2037195543524886,0.45932219934777735,0.3628732888010436,0.544483689,0.37069534666409704,null,null,null,null,null,null,Healthy
119,G,0.25552653288323834,0.4153399492724619,0.9243169195467404,0.7581525559760993,2.0908336973626933,4.539241668160252,5.508069678,1.3818487430540192,0.3310267155784836,0.36910861013237783,0.17509668821258811,0.35495436549616394,null,null,null,null,null,null,Healthy
120,B,0.053876891,0.3511982981832928,0.8433541518136674,0.5498294061078339,1.3904997606229272,2.190076383454467,2.088946847999405,0.7719329584315067,0.2709020312452337,0.090298383,0.074925437,0.20489131112160555,null,null,null,null,null,null,Healthy
121,R,0.22336902154682392,0.3404686152946164,0.7126389916183608,0.3840312374971659,1.6621860441847647,2.9352196309267384,3.898893481284131,1.4230857386494842,0.619955919,0.5722286761707016,0.4017044706608817,0.5735252499388204,null,null,null,null,null,null,Healthy
122,G,0.2370732036378545,0.20002605081001726,0.8151985165386668,0.4816288320040502,2.4866320021068637,3.7320435798089533,5.252351638087047,1.5691241751255682,0.49485004245932146,0.2493222528120087,0.2299398027344528,0.30143742028077214,null,null,null,null,null,null,Healthy
123,B,0.1997110604536258,0.596977668,1.0299026931023134,0.6380674206432704,1.9271166459464004,2.688146166717086,2.7283506785442913,0.9174014435168393,0.3875044709154639,0.29025869006668575,0.26317753708289027,0.019146827,null,null,null,null,null,null,Healthy
124,R,0.11897539335558241,0.28043907752545905,0.8350907453742273,0.3608093867011254,1.553502744020967,2.2696943503066116,3.6382054570903932,1.1679686852383306,0.5720373574950347,0.39688247585562303,0.3061644715030756,0.3463540299736953,null,null,null,null,null,null,Healthy
125,G,0.073446006,0.24660928658305473,1.105083935195339,0.7389880170106329,2.4972094105239044,4.818525248003157,5.076880011082528,1.6627972431416556,0.1829018031092214,0.11880889383172517,0.24443632761740774,0.1281978811729048,null,null,null,null,null,null,Healthy
126,B,0.14768300554285999,0.41652113099070276,1.1448426863171828,0.4773177848404325,1.5585791076220352,2.4938053545148526,2.9038405737630035,1.0806045799655573,0.428597788,0.19402530028539744,0.22086197441322977,0.10075646851806086,null,null,null,null,null,null,Healthy
127,R,0.098873163,0.1488837913615766,0.7253167513094804,0.46974931783739193,1.2717384802092055,2.4981783909619337,3.530469040692196,1.246866779856798,0.4156429709083372,0.6063373065698928,0.31604807677085894,0.3327325275476362,null,null,null,null,null,null,Healthy
128,G,0.3610912695309483,0.33483599036493306,0.9897561369067631,0.5556769153714006,2.730390599961248,4.9580945731223975,5.955825553943327,1.4063570526449347,0.23516223869567737,0.4821576109874649,0,0.3938930823406546,null,null,null,null,null,null,Healthy
129,B,0.16725467300328567,0.34710565774189506,0.892459655,0.45326672865625417,1.379547452425937,2.527962419121785,2.681865620844404,1.0190089354478833,0.3075553903167815,0.10054837409731786,0.18763681773346827,0.2346629369713691,null,null,null,null,null,null,Healthy
130,R,0.11878644403080661,0.20406259357526882,0.5427786559108002,0.33020817631365257,1.9585654670802906,2.669751054461181,3.2223247677646105,1.2126994375187152,0.47653146482667863,0.46491899766810024,0.4524957429064265,0.4145322310341875,null,null,null,null,null,null,Healthy
131,G,0.16639739622894464,0.32717161065249495,0.9352967491725582,0.7445079261949441,2.915770191013755,4.367145976362986,5.253775817926637,1.4651659433716324,0.24937691903617482,0.2919402579447378,0.32318089444178033,0.16474583939768248,null,null,null,null,null,null,Healthy
132,B,0.23001842717076632,0.31077283198116235,0.8443873881208744,0.39593203200077987,1.629186030360606,2.2262455437387216,2.392032243403715,0.8530972925521838,0.3066741853495785,0.2273901950865145,0.14071958691825112,0.2086467772656704,null,null,null,null,null,null,Healthy
133,R,0.21005720151541624,0.2486047500879242,0.9354934581088686,0.4784600977656527,1.5148537932003376,2.9641848438493725,3.4903215694254346,1.5186053238690531,0.9224336988960037,0.5074067170036224,0.27914282167056975,0.5131094582225791,null,null,null,null,null,null,Healthy
134,G,0.11377631392246275,0.3414697775705548,0.8448079751093743,0.4966563363998791,2.2505487855040545,3.7125616610312444,4.722394206998015,1.5559137754227568,0.2423578798225917,0.1383900070103455,0.1831848763902935,0.10172332536348187,null,null,null,null,null,null,Healthy
135,B,0.2928111648786883,0.4492874333791543,1.026030010156485,0.3392537319867832,1.6354738280170993,2.3031128493455286,2.395072359415077,0.7427926239167549,0.36540669403051523,0.2836743180246007,0.21941491341494007,0.44172325244390687,null,null,null,null,null,null,Healthy
136,R,0.18912826568384342,0.2562095880430398,0.632960647,0.6029678494663913,1.8460584162105944,2.849599031518439,4.487266299772753,1.1863254049045124,0.4133325496670267,0.47403970402403595,0.2320394329212231,0.5818841751029825,null,null,null,null,null,null,Healthy
137,G,0.10832392627254726,0.4882657522631948,0.807652151,0.4916742870191506,1.8474986936273095,3.931146370142887,5.433831862839738,1.314981915414331,0.35794705156465806,0.16934976772743104,0.22911962317114523,0.16876907121689178,null,null,null,null,null,null,Healthy
138,B,0.28662180550467153,0.22912550478092494,0.7805450444655889,0.5369627962477185,1.7422095761214251,2.2693327522863043,2.6144636039962643,0.7371946188085814,0.4094241219746653,0.1202007784187526,0.30068606257733693,0.047063261,null,null,null,null,null,null,Healthy
139,R,0.047551618,0.24981953116386857,0.7260472997980912,0.507906407,1.795959054578003,3.229400337033473,3.8660273965009204,1.4580725284281009,0.730539277,0.34779601120918463,0.6320773778067714,0.5589425709134882,null,null,null,null,null,null,Healthy
140,G,0.095886759,0.11289699111906334,0.6591680959363541,0.5329734894039899,1.9718359986831415,3.5612427961972357,3.8703340410770957,1.2033251678379118,0.4270215452153101,0.2609558712756997,0.1652575551670603,0.23908543316158343,null,null,null,null,null,null,Healthy
141,B,0.17264896178788178,0.40955773414583563,1.2181073831490283,0.7465568343495271,1.849210458768749,2.9062712434681353,3.226007559730836,1.1689228919435721,0.3890624433235269,0.18018547980708202,0.23671426647493543,0.1654118197147516,null,null,null,null,null,null,Healthy
142,R,0.037871795389021155,0.3613586033965269,0.72391301,0.6296389183960958,1.8822530963282713,3.1174358411491974,3.8450893717739363,1.667349628,0.5763721667793156,0.49661596462150326,0.6336612346749865,0.24219519409179832,null,null,null,null,null,null,Healthy
143,G,0.13949205854598024,0.1568657219259162,0.7326708602004468,0.6515797842630672,1.7681405327578819,3.9887494471559855,5.131773012852695,1.4588780745325751,0.353487183,0.22456773981808095,0.24453897763841967,0.14652269501510018,null,null,null,null,null,null,Healthy
144,B,0.21563225792154417,0.41324750576296015,0.9292177195411602,0.47762984508583006,1.6659313949527392,2.869890017063407,2.493777290450792,1.1964296864591446,0.38107655964187875,0.095819078,0.24283494052178517,0.4564116840146013,null,null,null,null,null,null,Healthy
145,R,0.01892416,0.16127211377432285,0.47065503873364956,0.5892578873800717,1.6135199353034686,2.651069546650713,3.9028151003371607,1.5308917776873912,0.5429816758328354,0.5420510728020486,0.503417163,0.4763418357610192,null,null,null,null,null,null,Healthy
146,G,0.41602284055499794,0.4459063752745001,1.0203243637694592,0.7830008799763014,2.208484927910468,5.259062939006608,5.879868875592904,1.3821552782721582,0.20522094928480536,0.3190237551062893,0.2743644696770701,0.1977224926888104,null,null,null,null,null,null,Healthy
147,B,0.14076383972465858,0.24387615203436142,1.0242521418579218,0.500335774,1.6012154344591998,2.2182552404912523,2.4962244766591146,0.8338456447614082,0.2576317726788855,0.25468442492820664,0.22497223394913077,0.062208568,null,null,null,null,null,null,Healthy
148,R,0.11862597226526245,0.084524233,0.8072505309247069,0.256674302,1.6619877651112398,3.3721911032455343,3.493596330087998,1.5350736035721895,0.5386942302809917,0.5180695795687325,0.4055970163030971,0.5579504782303079,null,null,null,null,null,null,Healthy
149,G,0.048437343,0.16131730054902854,1.135928937737337,0.7199582614530217,2.3025520513630284,4.919328821512445,6.139022626734937,1.2811789175954957,0.43330353011345607,0.3078514734261162,0.22247726152737077,0.1754783623566243,null,null,null,null,null,null,Healthy
150,B,0.26350855183876887,0.4729116715348642,1.089333140507773,0.4800823942279147,1.4355114526973842,2.2970972345367398,2.495224334776069,0.9516149904094031,0.26944812061978657,0.095838911,0.2356239784907977,0.2271344366752904,null,null,null,null,null,null,Healthy
151,R,0.12290139327578412,0.2243083674037206,0.5691294641202354,0.476860581,1.8206339738496558,2.6410056734677085,2.871243019990839,1.3517315626189714,0.6355980591385694,0.3582670669349963,0.5398924146599522,0.5058617237497711,null,null,null,null,null,null,Healthy
152,G,0.10919921540862684,0.31284949011724555,0.8036273183104435,0.7456093457152165,2.641872198543237,3.844038386291267,5.525907518092371,1.2353248440433997,0.1532884754706262,0.11185713256605234,0.23025548151116806,0.25589253904886966,null,null,null,null,null,null,Healthy
153,B,0.28558555675363606,0.2977827394874059,1.3551652438621864,0.4855127997025091,1.5399163049222808,2.9428570160522693,2.6891177223195557,0.8854774849100897,0.36525765943685323,0.076020616,0.072803249,0.37380287679281665,null,null,null,null,null,null,Healthy
154,R,0.11823248928403787,0.23352839554828425,0.6494380942924027,0.5540484995180202,1.638555479890332,2.6550196283856486,3.263622474525246,1.6561452152217575,0.5750687788626261,0.5538839069693132,0.5838325687812483,0.48104053805557073,null,null,null,null,null,null,Healthy
155,G,0.075643686,0.2352217526654988,0.9972315118021904,0.6233499110164593,1.8683397731700397,4.399763962557384,5.965289357232155,1.5092624443604221,0.4310286849913749,0.2909462567891062,0.088048225,0.3171837685719826,null,null,null,null,null,null,Healthy
156,B,0.10878184877042636,0.2441985151448957,0.9207625857311699,0.5665057371413419,1.7401928692263853,2.424965709668704,2.3077766416078767,0.7344801086641968,0.34072001068319163,0.064652391,0.20954025774796248,0.099524167,null,null,null,null,null,null,Healthy
157,R,0.12163866892692662,0.097977416,0.44166742039082046,0.21595174625155697,1.5640520899200714,2.1678489788442916,2.8005375702933692,1.0796990583854158,0.4074382120507263,0.3845575553019008,0.3409968835544023,0.4585084034546897,null,null,null,null,null,null,Healthy
158,G,0.31923283504395983,0.40924927823708634,0.9641721726304202,0.6456768494483927,2.418518976073333,3.8341626302710705,5.367894687,1.2314239745024658,0.34389305799581144,0.1438478497360873,0.1639958674530626,0.2285985694406383,null,null,null,null,null,null,Healthy
159,B,0.078504797,0.43065568296926005,1.2997797438334253,0.7248459445982881,1.3962277698773236,2.614119514376199,3.038085392,0.9961426679209435,0.22355579442786522,0.13416536206122243,0.19825525917960735,0.11562362572795484,null,null,null,null,null,null,Healthy
160,R,0.18037961522585996,0.10841283204384553,0.7328549054704518,0.49382091364074204,1.8817077059826552,2.744732292,3.1301642096413445,1.384105188069031,0.387566963,0.4263796403730082,0.4389629193966814,0.5555463410131594,null,null,null,null,null,null,Healthy
161,G,0.1478734390207879,0.087498726,0.8062815391858322,0.4227340780831835,2.2228508083377543,3.3438632421469237,4.570684613052399,1.587397072912571,0.316912142,0.14790732235717619,0.22980963912910266,0.1266381228755506,null,null,null,null,null,null,Healthy
162,B,0.13664026661880657,0.206603506,1.0742952318638623,0.5223708345843405,1.5621187036287498,2.7276606054454913,2.2125742862750135,0.8392166506777844,0.18283400350758783,0.3037027480276854,0.27784001260109026,0.17665577176777808,null,null,null,null,null,null,Healthy
163,R,0,0.3443648199404735,0.8701358516126304,0.5520417077938226,1.4744091267965265,2.7732513722111363,3.7915558428151046,1.6065719194391017,0.6413114774007027,0.5545879859027716,0.5688760925158108,0.5409621248228013,null,null,null,null,null,null,Healthy
164,G,0.006461086,0.3819006896428196,0.7915453225705599,0.864380803,2.654231065544914,5.462907245510766,5.429206988589976,1.540334624220851,0.5463250583934711,0.27979739407492965,0.31625401348349874,0.28572682252201465,null,null,null,null,null,null,Healthy
165,B,0.1876267365848324,0.2760286575283199,0.7912891656632719,0.683687399,1.7118141461315233,2.2890369690445924,2.6858802056177704,0.9472395785386502,0.28250540253299317,0,0.17293957614355196,0.075359859,null,null,null,null,null,null,Healthy
166,R,0.24834223547500667,0.14466268146074174,0.59232797,0.5161811756454532,1.9264808732010223,3.2534116666310555,3.133620477,1.9762304424654604,0.5321953743264999,0.46236745897680864,0.45996022642721535,0.6655080464658488,null,null,null,null,null,null,Healthy
167,G,0.18574329071494494,0.4330447375721988,0.7437240456409063,0.6146653054671445,2.0063004542537928,3.612694763226768,4.124227033001874,0.9532860366208267,0.2916362518033758,0.11254980847478117,0.27508294545838796,0.12858359301904324,null,null,null,null,null,null,Healthy
168,B,0.2043005497456801,0.1847965131567152,0.7397002357214087,0.41079971601804494,1.9442619286230667,2.462167986073282,3.2171270933943226,0.8844956113321968,0.40552597180704697,0.1993679593387968,0.018015042192863963,0.31036854496007854,null,null,null,null,null,null,Healthy
169,R,0.24436764660303398,0.29964331463020166,1.035108490748321,0.4696615508492519,1.725777118692753,3.1094786872754407,3.510860388,1.905676131392144,0.5386371770512997,0.5739195427826107,0.5851954586334697,0.571773223,null,null,null,null,null,null,Healthy
170,G,0.092126952,0.32043545671210594,1.0706987140350313,0.5870407526408306,2.4408443569717306,4.146785942118713,4.985073022360555,1.5627341855998724,0.500408506,0.25122793530966964,0.2749265635891448,0.035546062734020126,null,null,null,null,null,null,Healthy
171,B,0.21291787729108497,0.3774024907620424,0.8634131842573637,0.39394957326058283,1.2120124112506572,2.1449823767170586,2.0217120895310536,0.7596494850206214,0.2639512137024731,0.2012085081522364,0.089336414,0.216349381,null,null,null,null,null,null,Healthy
172,R,0.060109604,0.15397863035669881,0.6516789245222205,0.5481315084208204,1.704291731359804,2.857430457578181,3.709576594298275,1.7530135599694994,0.7620615845783906,0.5723913858174878,0.6178433456337313,0.38302665483492976,null,null,null,null,null,null,Healthy
173,G,0.1999466300166024,0.28773011536481025,0.7683033708638517,0.4743307305725069,2.041047195548498,3.101012563366725,4.513553040727363,1.3989641945164524,0.38063030010091203,0.14831272726442207,0.19689137728148007,0.2333813747892945,null,null,null,null,null,null,Healthy
174,B,0.035224047,0.2432193013866573,0.8899981887750785,0.5371251887766114,1.680315005484762,2.1704960879460065,2.5505236616445526,0.7477478219107287,0.3782783224990731,0.14447713537439003,0.20164985999608318,0.032083482508277084,null,null,null,null,null,null,Healthy
175,R,0.032204176,0.23400465602257972,0.7633863924226636,0.5049769855934884,1.5845115215623438,3.4064243071058407,3.647482506261849,1.739471704583247,0.5298831883450333,0.39216784423213596,0.5533037136641917,0.5741724538443648,null,null,null,null,null,null,Healthy
176,G,0.34869989788638006,0.2868210564388627,0.9636903401183344,0.510376678,2.3188375304186457,4.350862364247043,5.588533846400095,1.438788291136419,0.3901354257085962,0.11069960387463912,0.350118316,0.29712575958164816,null,null,null,null,null,null,Healthy
177,B,0.088729678,0.31392515889094097,0.8680444293847096,0.5626354483964786,1.6151994642980214,2.3466677833763705,2.4782453604520165,0.9371722993989453,0.3185416816402943,0.35377540214659337,0.19331453667080395,0.1425676821002893,null,null,null,null,null,null,Healthy
178,R,0.16649143621334475,0.2000329013533106,0.7391615408716741,0.583764243,2.0692939322770116,2.786188044134615,4.439511739468173,1.6911288899092185,0.8301634782392295,0.4599204953220726,0.17200452193069346,0.5041528298763146,null,null,null,null,null,null,Healthy
179,G,0.095442096,0.21363530450126733,1.1020162418672952,0.6486596165873985,2.7698686776348787,4.710180051198627,5.707215569325887,1.6539142462925034,0.39150537991449497,0.32202991145887305,0.2525183996484496,0.23212609834144868,null,null,null,null,null,null,Healthy
180,B,0.3368692165402289,0.3670815610286116,0.9574802381690002,0.8080607128399998,1.9354649114006235,2.133086048941784,2.849573075568649,1.0693089214522233,0.3966699964917085,0.070836085,0.2554732621027138,0.090796199,null,null,null,null,null,null,Healthy
181,R,0.23087656499349316,0.3239556803503168,1.001638423480657,0.5920875231270304,1.8172886115213498,3.6012482415358367,4.3798896046507085,1.7061052018660465,0.7334909375201258,0.431303224,0.48876702560202984,0.5942733502609134,null,null,null,null,null,null,Healthy
182,G,0.11528747763776824,0.29939873106384224,0.8639704480736379,0.5836683264231753,2.458256598861646,3.416187222453454,5.266420352670539,1.5592558758447521,0.15045412531489152,0.15294437629437357,0.20775392135106283,0.26613413484678694,null,null,null,null,null,null,Healthy
183,B,0.25428930870588884,0.3361178176293097,0.8209606066599006,0.5631718312529191,1.5883410201054777,2.5517573956779898,2.552202903275534,1.3697617925420957,0.17224302142710893,0.18231219602393745,0.3110423498888964,0.21837739652200797,null,null,null,null,null,null,Healthy
184,R,0.031223630833793647,0.34093781993386163,0.7789575729584405,0.5369944682705995,1.8412026197677036,3.2771443875227355,4.602321225701677,1.7582337446811878,0.6983201385507439,0.6699980598445938,0.44132993034493256,0.5374209216182714,null,null,null,null,null,null,Healthy
185,G,0.078251095,0.1940252455019459,0.7881031905232907,0.5843513642705076,2.0155584901807133,3.7154610348666113,4.008475419895385,1.1950783740418411,0.21669050406064524,0.2584506856377281,0.2371244690707891,0.10728375302752542,null,null,null,null,null,null,Healthy
186,B,0.028557362,0.37809992326713976,1.066318574975016,0.41832785509373444,1.4915977351506307,1.9479964521295308,2.6577795980460235,0.9580565748816646,0.098296976,0.19390692827440306,0.25987377482124313,0.068558692,null,null,null,null,null,null,Healthy
187,R,0.16151905648756648,0.4602339297700312,0.7297180698214766,0.5926898892578313,1.704037146898928,2.819194934050581,3.2576183329248813,1.4339849179223416,0.6602664652379064,0.4259172876449748,0.4284898271297705,0.4134533303743822,null,null,null,null,null,null,Healthy
188,G,0.074300215,0.14845827335962672,0.8924533404326642,0.6607043915568381,1.9760172300764183,3.637758377404664,4.936745604481691,1.3776034476815529,0.3114084632953726,0.4394353141241142,0.36823429471216956,0.054569271,null,null,null,null,null,null,Healthy
189,B,0.2076725399021232,0.3552107887834671,0.9699831755507591,0.37548147062741494,1.4226461621005961,2.698113688,2.3266521762379107,0.9514526998743964,0.40465337838586524,0.14581225578531873,0.24505721247239978,0.16201391550031802,null,null,null,null,null,null,Healthy
190,R,0.20575187613129342,0.24014627221973775,0.9034629429521571,0.6844837026610767,2.0660343818020417,2.8090421045822453,4.143977863492726,1.794843917570292,0.7405059855485573,0.43542389233080503,0.5059582588230317,0.46728637112332844,null,null,null,null,null,null,Healthy
191,G,0.18010075155346536,0.2519764024252722,0.8369745156349903,0.7088839671479317,2.2655172877568837,4.418407357520482,5.887864399588538,1.7416752547899055,0.28435060779481225,0.15362862746783823,0.27752207604900697,0.31478235140857586,null,null,null,null,null,null,Healthy
192,B,0.002726523,0.26436211541478355,0.9837726814205784,0.5760032639501891,1.6323811925542215,2.6086613829182426,2.7104323632101304,1.0366156376317825,0.4215412255452896,0.22928117978083737,0.1032886303403025,0.11490004371256869,null,null,null,null,null,null,Healthy
193,R,0.10114548333423336,0.24395202544935116,0.8820611764842815,0.43264687666020263,1.6878053453176116,3.1595649281609166,3.8307444352788877,1.2500961027423996,0.5469798827908862,0.49562790697296316,0.5457756646285024,0.40870862132860364,null,null,null,null,null,null,Healthy
194,G,0.11090724600847814,0.3633009191106529,0.8109118663028644,0.6751585443856902,2.0667202609388498,3.5912699382275433,4.306609657241436,1.3616855859692736,0.29050873579803904,0.2770134898023306,0.090968803,0.2103236860595052,null,null,null,null,null,null,Healthy
195,B,0.20355443844352528,0.268083471,0.9531398869711102,0.6672596989964835,1.9422276720556226,2.666699166068303,3.050594410706366,0.9429564199954701,0.3075937370091401,0.4221597527542684,0.292502399,0.1893956543645435,null,null,null,null,null,null,Healthy
196,R,0.1324133637805126,0.3600313252811947,0.7118100249093798,0.5259050528126487,1.6982554515988668,3.190396332558446,3.5555775596297052,1.6607235512185627,0.6319953606509052,0.5689908995902885,0.41348621913294226,0.40328666424885395,null,null,null,null,null,null,Healthy
197,G,0.1615447470120658,0.2338431668456433,0.9343134013025536,0.5739171893088992,2.057879378,4.470191681438384,4.779095609652246,1.533075631611917,0.31081356566869905,0.18920491507277434,0.024129934591886473,0.16596046078569762,null,null,null,null,null,null,Healthy
198,B,0.2652549340337955,0.32264782025365873,1.1355287324363252,0.7208098450398317,1.9502477296350231,2.5306918281545263,2.588066347768045,0.9365032474851697,0.26153693205751305,0.2481637355364706,0.13811025891082454,0.016773031982573978,null,null,null,null,null,null,Healthy
199,R,0,0.2888782839545207,0.7884807589785611,0.6137615682667518,1.9225591889928924,2.3977274383548703,3.5036303789368546,1.7223626397570064,0.6385354781527874,0.37679951889312957,0.3484248081191328,0.49027571125734787,null,null,null,null,null,null,Healthy
200,G,0.049404224869590035,0.23130492493881225,0.8939710227626904,0.5849771214416151,2.8833693820747013,4.339841651,4.718171244289517,1.755386222729486,0.4552387777976971,0.3349092480850143,0.30723713413816806,0.3712583444023514,null,null,null,null,null,null,Healthy
201,R,0.048656519997665085,0.39459693136134494,0.9236273316269353,0.6359169171696748,2.1530372912575144,3.312011817758984,3.8500435420302654,1.715661975950866,0.6096769818883462,0.5039177574268584,0.5221898089683558,0.5485024523326929,null,null,null,null,null,null,Turning
202,G,0.28595071232462727,0.44168643905510385,0.9238444988344717,0.8623612390702212,2.231875653559263,3.931603231608983,4.935267363605189,1.6680803582868637,0.2316723918891971,0.3566636360122427,0.17748571929506635,0.3157431598765264,null,null,null,null,null,null,Turning
203,B,0.2463727356737902,0.4542608887132643,0.9000056301500511,0.8272333937802221,1.770428226618184,2.4588313331800387,2.4584211249502013,0.9919976863400453,0.2020036142325502,0.3054049937366748,0.3326485679610861,0.090673078,null,null,null,null,null,null,Turning
204,R,0.12209831234829163,0.3203259548666668,0.7589922727690226,0.6189140927665249,2.0546416606289504,2.5827188203501517,3.580620191062317,1.803780525297808,0.825497723,0.6390020793778307,0.5064224642066738,0.5848297972773905,null,null,null,null,null,null,Turning
205,G,0.2407990695699861,0.417234621,0.8729703551678422,0.5441459988090316,2.839627708258341,5.034387228597113,5.839296757015485,1.5138167689425897,0.4311722642569023,0.3712877181041977,0.3670888636597885,0.11291638512752006,null,null,null,null,null,null,Turning
206,B,0.27544070086973504,0.4470370446516015,1.0013003839087578,0.6952673057971679,1.423830025447049,2.6448988819512187,2.8733578860213984,0.9577773812696161,0.3989136372610936,0.28305153255779963,0.23859867926602987,0.1560450162335378,null,null,null,null,null,null,Turning
207,R,0.076521995,0.4272446376407636,0.7918546167405097,0.5420473707888759,2.041614017,3.2339006342622714,4.204438399695905,1.8100922726012791,0.6228375950242531,0.3813202914071905,0.5153375275441364,0.6243985463052362,null,null,null,null,null,null,Turning
208,G,0.25624053275024017,0.3195433690552197,0.9395349712122926,0.8437784472999107,2.2774601489139186,4.027054102775701,5.1474236711769565,1.303235184107147,0.33546990504392904,0.18149746258569616,0.30216600665810195,0.22115384586903597,null,null,null,null,null,null,Turning
209,B,0.20265544881644135,0.32451874894703603,1.1260215251142287,0.481689629,2.108749723752631,2.751318825608126,3.0007937502431705,1.0783289426861697,0.33122500697865187,0.077931165,0.12193129613345988,0.23515595595763195,null,null,null,null,null,null,Turning
210,R,0.23693084871605455,0.24486918284940143,0.8947717456264523,0.8247567119489919,2.527736760911936,2.9009200254880425,4.595259023566406,1.7453501966075329,0.4716320553152554,0.27434384832891623,0.31650625410413347,0.40306502868206234,null,null,null,null,null,null,Turning
211,G,0.096983173,0.3174822103332138,1.076896737064424,0.8304672068300811,3.1191539876377883,4.003242962548206,6.189395317656283,1.7244165323329754,0.3290572495315631,0.2010728537142754,0.15030760656127132,0.26364853972782576,null,null,null,null,null,null,Turning
212,B,0.3970478593152387,0.4657621536502983,1.0698476489337652,0.8119020547730925,1.9187611906897324,2.9167993084888715,3.394558631002018,1.1945615028397512,0.3622211998515747,0.12240745796184857,0.26870345573757165,0.3711435867501301,null,null,null,null,null,null,Turning
213,R,0.23766383248916498,0.24153871905714344,0.876187048,0.5486852071310697,2.3820223034496975,3.163192275281751,3.6269530508513954,1.5554946520613713,0.5419875929497658,0.4470489296411541,0.31325812551824384,0.4594477206642706,null,null,null,null,null,null,Turning
214,G,0.19488163899531483,0.31009567847438707,1.2405402145786966,0.5930296791467092,2.5179187593543166,4.616503502040541,4.971578197475337,1.6479911674547914,0.1960558467273935,0.1926190359441242,0,0.1357176372970663,null,null,null,null,null,null,Turning
